Q9W528;FIRST;;;1,00000000;1;;;1,00000000;1;;2;
Q24564;size defective;0,20048032;6;0,06844817;2;0,25336927;10;0,31782946;5;15;54;Mer
Q95TJ9;cell size defective, decreased cell size, increased cell size;0,20253776;5;0,06404095;3;0,25382538;9;0,32225466;4;12;58;CycG
Q06559;Bjorklund, body size defective;0,04147152;36;0,06136677;4;0,19873150;80;0,30636208;6;3;52;RpS3
P19538;Bjorklund;0,18301050;9;0,04334158;5;0,25000000;11;0,28960646;23;15;45;ci
P13060;Bjorklund;0,07364773;18;0,03616809;6;0,20827179;45;0,30210526;7;5;29;Ef2b
Q7K306;Bjorklund, cell size defective, increased cell size, size defective, body size defective;0,09802800;15;0,03611872;7;0,24889673;12;0,29902063;9;10;51;Cdk4
P54361;Bjorklund;0,05016135;29;0,03587427;8;0,21250942;37;0,30121746;8;4;32;Oda
P08736;Bjorklund;0,57142857;3;0,03421969;9;0,58333333;3;0,28844221;24;2;27;Ef1alpha48D
Q9VZF4;Bjorklund, body size defective;0,18439564;8;0,03352649;10;0,24247635;14;0,29654887;12;14;22;ago
P08182;Bjorklund;0,04009294;38;0,03283874;11;0,17724701;136;0,29333606;15;6;32;CkIIbeta
Q9XTN4;size defective;0,05635317;25;0,03147556;12;0,20538966;52;0,29285714;17;7;36;brk
P11147;size defective;0,02694877;58;0,03053529;13;0,20811808;46;0,29013344;21;3;27;Hsc70-4
Q9W5R8;Bjorklund, cell size defective, increased cell size, size defective, body size defective;0,01319701;111;0,02914220;14;0,20919881;41;0,29673284;11;4;27;RpL5
P13008;size defective, body size defective;0,06430918;22;0,02892096;15;0,20888889;42;0,29846090;10;5;27;RpS26
O16797;Bjorklund;0,00000000;187;0,02633494;16;0,15727830;210;0,29321618;16;1;35;RpL3
P08570;size defective;0,06680160;20;0,02591891;17;0,20099786;64;0,29202279;18;5;30;RpLP1
P54733;Bjorklund, cell size defective, decreased cell size, size defective;0,19684496;7;0,02566724;18;0,25729927;7;0,29526749;13;9;22;CycE
O46036;Bjorklund;0,12404726;12;0,02480177;19;0,21609195;30;0,28774815;26;8;25;CtBP
